,Unnamed: 0,Rank_x,Age Rank,Results,Target,Age_x,First,Last,City_x,Loc,Finishes,Place,City_y,Unnamed: 4,Age_y,Gender,GP,Time,Rank_y,Unnamed: 10,Unnamed: 0.1,Unnamed: 5,Target_Seconds,Time_Seconds
165,3,80.50%,91.00%,9,2:58:32,F40-49,Lisa,Johnson,Hutchinson,KS,2.0,11,Hutchinson,KS,41,F,5,3:29:33,50.76,,,,10712,12573
166,4,74.00%,91.10%,22,3:07:03,M50-59,Justin,Combs,Derby,KS,1.0,7,Derby,KS,50,M,5,2:34:10,74.02,,,,11223,9250
167,5,73.50%,95.40%,2,3:08:20,M50-59,Bryan,Pate,Peck,KS,,8,Peck,KS,55,M,6,2:39:48,73.24,,,,11300,9588
168,6,73.00%,,1,3:16:56,F30-39,Amanda,Cross,Hays,KS,,9,Hays,KS,34,F,3,3:10:06,73.41,,,,11816,11406
169,7,72.60%,78.90%,13,3:17:56,F30-39,Lisa,Rogers,Bellevue,NE,,6,Bellevue,NE,34,F,2,2:26:09,70.12,,,,11876,8769
170,8,71.30%,100.00%,1,3:21:31,F40-49,Rachel,Beachy,Hutchinson,KS,1.0,13,Hutchinson,KS,45,F,6,3:36:00,68.16,,,,12091,12960
171,9,62.30%,69.40%,17,3:42:09,M30-39,Derrick,Mead,Topeka,KS,2.0,12,Topeka,KS,36,M,7,3:29:37,61.9,,,,13329,12577
172,10,61.50%,90.50%,35,3:53:55,F60-69,Bev,Exposito,Hutchinson,KS,,14,Hutchinson,KS,65,F,7,3:36:01,61.55,,,,14035,12961
173,11,56.60%,79.80%,9,4:13:58,F50-59,Amy,Michlitsch,Wichita,KS,1.0,16,Wichita,KS,54,F,8,4:43:15,55.82,,,,15238,16995
174,12,50.90%,,1,4:31:43,M40-49,Joe,Robinson,Gypsum,KS,,17,Gypsum,KS,48,M,9,4:43:15,66.18,,,,16303,16995
175,0,92.60%,96.60%,12,4:51:05,M30-39,Brian,Sharbono,Port Orange,FL,,1,Port Orange,FL,39,M,1,4:50:37,93.13,,,,17465,17437
176,1,82.40%,82.40%,3,5:26:56,M40-49,Philip,Geha,Lake Mary,FL,,2,Lake Mary,FL,45,M,2,5:42:59,82.98,,,,19616,20579
177,2,91.60%,98.40%,45,5:30:35,F50-59,Kirsten,Hite,Altamonte Springs,FL,3.0,20,Altamonte Springs,FL,51,F,4,6:46:07,91.5,,,,19835,24367
178,3,79.60%,82.50%,10,5:38:26,M40-49,David,Basanta,Tampa,FL,2.0,7,Tampa,FL,47,M,6,6:06:41,79.56,,,,20306,22001
179,4,86.50%,98.40%,6,5:50:00,F50-59,Laura,Cole,BROOKSVILLE,FL,,6,Brooksville,FL,53,F,1,5:51:21,88.79,,,,21000,21081
180,5,75.50%,93.20%,26,5:56:40,M60-69,Richard,Burrell,Vero Beach,FL,,36,Vero Beach,FL,69,M,24,7:31:42,75.1,,,,21400,27102
181,6,75.20%,85.90%,73,5:58:17,M50-59,Bradford,Lombardi,JENSEN BEACH,FL,,64,Jensen Beach,FL,52,M,39,9:22:11,74.87,,,,21497,33731
182,7,84.50%,88.70%,3,5:58:32,F20-29,Destin,Shortell,Gainesville,FL,,17,Gainesville,FL,25,F,2,6:34:34,85.62,,,,21512,23674
183,8,83.40%,92.50%,3,6:03:16,F50-59,Frederique,Roggero,Delray Beach,FL,,38,Delray Beach,FL,52,F,14,7:43:14,81.5,,,,21796,27794
184,9,73.60%,87.50%,4,6:06:04,M40-49,Matthew,Seluk,Lehigh Acres,FL,,4,Lehigh Acres,FL,43,M,4,5:46:22,75.65,,,,21964,20782
185,10,73.50%,82.50%,27,6:06:37,M50-59,Mark,Palamar,New Port Richey,FL,6.0,8,New Port Richey,FL,55,M,7,6:16:05,73.61,,,,21997,22565
186,11,73.30%,73.10%,2,6:07:22,M50-59,Gordon,Bloom,Saint Cloud,FL,,47,Saint Cloud,FL,51,M,30,7:56:21,69.22,,,,22042,28581
187,12,72.10%,83.10%,15,6:13:48,M30-39,Michael,Shep,Venice,FL,,11,Venice,FL,31,M,10,6:23:31,72.31,,,,22428,23011
188,13,71.80%,77.70%,2,6:15:09,M30-39,Jordan,Prusha,Glenwood,IA,,12,Glenwood,IA,34,M,11,6:26:02,72.97,,,,22509,23162
189,14,80.30%,89.00%,3,6:17:20,F50-59,Dana,Peterson,Voorheesville,NY,,27,Voorheesville,NY,51,F,9,7:03:55,80.92,,,,22640,25435
190,15,79.90%,92.50%,42,6:19:08,F60-69,Noora,Alidina,Clearwater,FL,1.0,25,Clearwater,FL,65,F,7,6:56:31,79.99,,,,22748,24991
191,16,71.00%,78.40%,17,6:19:22,M30-39,Michael,Denning,Winter Haven,FL,,14,Winter Haven,FL,36,M,13,6:29:32,71.21,,,,22762,23372
192,17,70.70%,88.30%,18,6:21:02,M60-69,Ted,Williamson,Lecanto,FL,,10,Lecanto,FL,64,M,9,6:18:44,71.02,,,,22862,22724
193,18,70.60%,70.60%,1,6:21:38,M40-49,George,Kruse,BRADENTON,FL,,33,Bradenton,FL,46,M,22,7:15:14,68.68,,,,22898,26114
194,19,70.50%,70.90%,4,6:22:10,M30-39,Craig,Betz,Lakeland,FL,,3,Lakeland,FL,38,M,3,5:45:22,73.22,,,,22930,20722
195,20,79.00%,92.00%,11,6:23:30,F40-49,Bridget,Hahm,Land O Lakes,FL,,18,Land O Lakes,FL,46,F,3,6:36:29,79.78,,,,23010,23789
196,21,69.90%,86.60%,7,6:25:21,M50-59,Chris,Vulpe,Gainesville,FL,,24,Gainesville,FL,56,M,18,6:48:28,70.06,,,,23121,24508
197,22,78.40%,79.20%,34,6:26:11,F30-39,Jessica,Vanvalkenburgh,Stuart,FL,,51,Stuart,FL,38,F,20,8:10:21,78.23,,,,23171,29421
198,23,69.00%,90.80%,3,6:30:19,M50-59,Diego,Miron,Delray Beach,FL,,19,Delray Beach,FL,51,M,16,6:41:46,69.85,,,,23419,24106
199,24,69.00%,57.80%,3,6:30:22,M30-39,Brad,Fetters,Odessa,FL,,5,Odessa,FL,37,M,5,5:48:09,72.63,,,,23422,20889
200,25,68.70%,77.80%,13,6:32:22,M40-49,Roderick,Mcmullen,Tampa,FL,3.0,9,Tampa,FL,43,M,8,6:18:39,69.24,,,,23542,22719
201,26,68.30%,80.20%,56,6:34:33,M60-69,William,Zulas,Clearwater,FL,1.0,61,Clearwater,FL,64,M,37,9:04:53,66.07,,,,23673,32693
202,27,76.60%,92.20%,20,6:35:25,F50-59,Martha,Mayer,Tampa,FL,,43,Tampa,FL,59,F,15,7:49:05,74.75,,,,23725,28145
203,28,76.20%,82.30%,13,6:37:20,F30-39,Maureen,Hogan,Sarasota,FL,1.0,34,Sarasota,FL,36,F,12,7:17:00,73.46,,,,23840,26220
204,29,76.00%,86.30%,2,6:38:23,F40-49,Maggie,Rezende,MIAMI,FL,,23,Miami,FL,46,F,6,6:48:14,79.37,,,,23903,24494
205,30,67.60%,,2,6:38:34,M50-59,Eric,Desimone,Lake Worth,FL,,29,Lake Worth,FL,52,M,20,7:09:56,67.59,,,,23914,25796
206,31,66.30%,66.30%,2,6:46:09,M40-49,David,Caudill,INVERNESS,FL,,16,Inverness,FL,44,M,15,6:31:54,68.94,,,,24369,23514
207,32,66.10%,73.00%,13,6:47:37,M50-59,Todd,Fleming,WESLEY CHAPEL,FL,,41,Wesley Chapel,FL,52,M,27,7:47:49,65.8,,,,24457,28069
208,33,65.80%,71.70%,5,6:49:25,M30-39,Justin,Zeigler,Apopka,FL,,60,Apopka,FL,38,M,36,9:01:03,63.78,,,,24565,32463
209,34,65.80%,85.90%,44,6:49:29,M70+,John,Wood,Seminole,FL,2.0,62,Seminole,FL,72,M,38,9:13:09,62.03,,,,24569,33189
210,35,65.20%,82.80%,21,6:53:15,M50-59,Mark,Cudak,Palm Beach Gardens,FL,1.0,35,Palm Beach Gardens,FL,52,M,23,7:19:06,65.24,,,,24795,26346
211,36,64.40%,,3,6:58:11,M30-39,Jeremy,Case,LAKE WORTH,FL,,49,Lake Worth,FL,39,M,31,8:03:34,63.34,,,,25091,29014
212,37,72.40%,85.70%,13,6:58:35,F50-59,Janet,Phelps,Gainesville,FL,,45,Gainesville,FL,56,F,16,7:54:07,72.49,,,,25115,28447
213,38,72.30%,82.80%,18,6:59:03,F40-49,Carmen,Brockdorf,High Springs,FL,1.0,21,High Springs,FL,49,F,5,6:46:41,74.48,,,,25143,24401
214,39,72.10%,87.60%,19,7:00:13,F60-69,Doreen,Hoffman,Spring Hill,FL,,63,Spring Hill,FL,61,F,25,9:19:05,71.62,,,,25213,33545
215,40,64.00%,63.50%,36,7:00:40,M40-49,Ryan,Jacobson,SARASOTA,FL,2.0,53,Sarasota,FL,47,M,33,8:14:03,63.9,,,,25240,29643
216,41,63.70%,70.20%,11,7:02:51,M50-59,Ron,Eaglin,Deland,FL,,58,Deland,FL,58,M,35,8:46:58,63.0,,,,25371,31618
217,42,71.50%,75.10%,1,7:03:34,F30-39,Catherine,Niebauer,Lutz,FL,,67,Lutz,FL,34,F,27,10:16:04,64.27,,,,25414,36964
218,43,63.30%,80.90%,10,7:05:43,M40-49,Anthony,Dionne,Davenport,FL,,22,Davenport,FL,46,M,17,6:47:10,61.78,,,,25543,24430
219,44,63.10%,71.70%,15,7:07:04,M30-39,Walter,Estrada,Riverview,FL,1.0,30,Riverview,FL,39,M,21,7:10:28,63.36,,,,25624,25828
220,45,69.30%,74.90%,31,7:16:49,F40-49,Angela,Long,Sarasota,FL,1.0,56,Sarasota,FL,42,F,23,8:31:50,70.27,,,,26209,30710
221,46,61.00%,80.20%,15,7:21:29,M60-69,Johnny,Phelps,Gainesville,FL,,44,Gainesville,FL,61,M,29,7:54:07,61.04,,,,26489,28447
222,47,60.40%,,1,7:26:01,M30-39,Michael,Carter,Dunnellon,FL,,42,Dunnellon,FL,37,M,28,7:48:46,61.2,,,,26761,28126
223,48,67.50%,72.00%,18,7:28:28,F40-49,Karen,Murphy,Celebration,FL,1.0,37,Celebration,FL,46,F,13,7:41:44,76.02,,,,26908,27704
224,49,59.40%,52.80%,3,7:33:55,M40-49,Roger,Feeley,Sarasota,FL,,28,Sarasota,FL,48,M,19,7:04:31,61.63,,,,27235,25471
225,50,64.80%,78.00%,21,7:47:08,F60-69,Pam,Dickens,odessa,FL,3.0,55,Odessa,FL,60,F,22,8:22:30,65.07,,,,28028,30150
226,51,57.50%,59.50%,13,7:48:45,M50-59,Robert,Edwards,Beverly Hills,FL,,66,Beverly Hills,FL,58,M,40,9:54:24,56.86,,,,28125,35664
227,52,64.60%,82.80%,29,7:49:14,F60-69,Elaine,Anthony,Pinellas Park,FL,1.0,46,Pinellas Park,FL,66,F,17,7:55:35,65.19,,,,28154,28535
228,53,63.90%,81.00%,22,7:54:05,F50-59,Leslie,Howard,Vero Beach,FL,,48,Vero Beach,FL,59,F,18,8:01:20,64.28,,,,28445,28880
229,54,56.70%,,1,7:55:28,M30-39,Stephen,Kovalewski,Crestview,FL,,39,Crestview,FL,31,M,25,7:43:32,59.68,,,,28528,27812
230,55,60.90%,63.20%,4,8:17:46,F40-49,Michelle,McCarthy,Winter Haven,FL,1.0,54,Winter Haven,FL,40,F,21,8:19:13,50.9,,,,29866,29953
231,56,59.90%,73.70%,16,8:25:34,F50-59,Pam,Kennedy,Wellington,FL,,65,Wellington,FL,53,F,26,9:45:13,59.92,,,,30334,35113
232,57,52.80%,55.70%,2,8:30:25,M30-39,Michael,Wusik,Tampa,FL,,15,Tampa,FL,35,M,14,6:29:53,60.03,,,,30625,23393
233,58,51.80%,56.20%,13,8:40:10,M50-59,Joseph,Greenslade,Melbourne,FL,,57,Melbourne,FL,50,M,34,8:40:03,52.08,,,,31210,31203
234,0,100.00%,100.00%,1,2:11:49,M20-29,Denver,Blatter,Saratoga Springs,UT,,1,Saratoga Springs,UT,26,M,1,2:24:17,100.0,,,,7909,8657
235,1,90.40%,99.90%,2,2:25:46,M30-39,Daniel,Martin,Silver Spring,MD,,2,Silver Spring,MD,32,M,2,2:28:48,92.61,,,,8746,8928
236,2,85.20%,88.60%,28,2:34:43,M40-49,Sandy,White,Millcreek,UT,,7,Millcreek,UT,46,M,6,2:38:38,85.4,,,,9283,9518
237,3,98.90%,99.20%,4,2:40:20,F20-29,Jackie,Hendrickson,Ogden,UT,2.0,8,Ogden,UT,26,F,2,2:40:12,98.78,,,,9620,9612
238,4,81.60%,,2,2:41:29,M20-29,Jake,Durney,Stansbury Park,UT,,11,Stansbury Park,UT,28,M,8,2:52:44,82.26,,,,9689,10364
239,5,81.00%,83.20%,4,2:42:49,M30-39,Ryan,Eggers,St George,UT,,25,St George,UT,36,M,17,3:22:04,79.04,,,,9769,12124
240,6,97.20%,97.20%,1,2:43:09,F20-29,Amy,Machen,Ivins,UT,1.0,6,Ivins,UT,29,F,1,2:37:42,98.59,,,,9789,9462
241,7,92.90%,93.90%,7,2:50:43,F30-39,Elyssa,Shalla,North Rim,AZ,,13,North Rim,AZ,39,F,4,3:04:44,91.92,,,,10243,11084
242,8,89.80%,92.50%,10,2:56:38,F40-49,Brandie,Hoban,Stansbury Park,UT,,34,Stansbury Park,UT,43,F,12,3:45:01,87.96,,,,10598,13501
243,9,73.50%,,1,2:59:25,M30-39,Derek,Storrs,Salt Lake City,UT,,12,Salt Lake City,UT,36,M,9,2:52:59,78.44,,,,10765,10379
244,10,73.40%,76.80%,3,2:59:33,M30-39,Hyrum,Rappleye,South Ogden,UT,,59,South Ogden,UT,38,M,30,4:12:41,69.34,,,,10773,15161
245,11,88.00%,91.80%,5,3:00:07,F40-49,Elizabeth,Dansie,Hurricane,UT,1.0,17,Hurricane,UT,43,F,6,3:14:04,86.88,,,,10807,11644
246,12,72.20%,72.40%,3,3:02:39,M40-49,Tyler,Shepherd,Salem,UT,,27,Salem,UT,45,M,18,3:25:04,71.72,,,,10959,12304
247,13,86.10%,91.30%,13,3:04:14,F30-39,Tiff,Schwartz,Salt Lake City,UT,,9,Salt Lake City,UT,34,F,3,2:51:30,87.04,,,,11054,10290
248,14,85.90%,88.60%,14,3:04:39,F40-49,Ashley,White,Millcreek,UT,,22,Millcreek,UT,41,F,8,3:18:01,86.11,,,,11079,11881
249,15,70.90%,80.00%,1,3:05:59,M40-49,Matthew,Heaps,Lehi,UT,,24,Lehi,UT,49,M,16,3:21:04,71.32,,,,11159,12064
250,16,70.40%,93.50%,3,3:07:13,M50-59,James,Perri,Provo,UT,1.0,16,Provo,UT,59,M,11,3:11:40,71.63,,,,11233,11500
251,17,68.00%,74.40%,2,3:13:55,M30-39,Sam,Lundgren,Santa Clara,UT,,32,Santa Clara,UT,36,M,22,3:40:49,67.1,,,,11635,13249
252,18,67.80%,84.20%,50,3:14:21,M60-69,Gary,Culver,Mesquite,NV,,65,Mesquite,NV,69,M,34,4:34:14,67.53,,,,11661,16454
253,19,67.60%,75.50%,4,3:14:55,M30-39,Cody,Denter,South Jordan,UT,,20,South Jordan,UT,32,M,13,3:15:40,68.85,,,,11695,11740
254,20,80.60%,80.80%,5,3:16:45,F30-39,Sarah,Bush,Eagle Mountain,UT,,14,Eagle Mountain,UT,39,F,5,3:05:05,81.34,,,,11805,11105
255,21,66.80%,100.00%,3,3:17:24,M40-49,Adam,Greer,SAINT GEORGE,UT,1.0,3,Saint George,UT,42,M,3,2:31:59,73.82,,,,11844,9119
256,22,79.50%,,1,3:19:29,F30-39,Amy,Diiullo,GOLDEN,CO,,40,Golden,CO,37,F,16,3:52:31,73.65,,,,11969,13951
257,23,78.60%,82.70%,3,3:21:44,F30-39,Audra,Green,Missoula,MT,1.0,26,Missoula,MT,39,F,9,3:23:35,78.3,,,,12104,12215
258,24,78.60%,94.20%,72,3:21:49,F50-59,Deb,Baker,West Jordan,UT,1.0,56,West Jordan,UT,59,F,28,4:10:52,78.33,,,,12109,15052
259,25,65.10%,73.70%,7,3:22:32,M50-59,Graydon,Pearson,Lehi,UT,,18,Lehi,UT,51,M,12,3:14:05,66.25,,,,12152,11645
260,26,61.70%,61.70%,3,3:33:35,M30-39,Michael,Robbins,Draper,UT,,45,Draper,UT,35,M,27,4:02:36,61.16,,,,12815,14556
261,27,73.90%,77.00%,4,3:34:36,F40-49,Stephanie,Hughes,St George,UT,1.0,50,St George,UT,41,F,23,4:07:04,71.86,,,,12876,14824
262,28,73.90%,82.60%,20,3:34:38,F30-39,Stephanie,Gardner,Ogden,UT,2.0,48,Ogden,UT,38,F,21,4:04:15,72.73,,,,12878,14655
263,29,73.70%,88.60%,10,3:35:11,F50-59,Rhonda,Brown,Rigby,ID,,39,Rigby,ID,53,F,15,3:49:32,73.22,,,,12911,13772
264,30,73.40%,73.40%,1,3:36:06,F30-39,Rebekah,Sweat,Eagle Mountain,UT,,19,Eagle Mountain,UT,31,F,7,3:14:19,77.26,,,,12966,11659
265,31,73.20%,76.00%,2,3:36:27,F30-39,Lacey,Johnson,Salt Lake City,UT,1.0,61,Salt Lake City,UT,36,F,30,4:22:26,68.85,,,,12987,15746
266,32,73.00%,73.00%,1,3:37:11,F20-29,Nicole,Gramstad,Cedar City,UT,,42,Cedar City,UT,24,F,18,3:55:55,69.92,,,,13031,14155
267,33,60.40%,73.70%,56,3:38:06,F60-69,Jamie,Remkes,Ogden,UT,,78,Ogden,UT,61,F,36,5:39:28,60.2,,,,13086,20368
268,34,72.00%,76.00%,2,3:40:16,F30-39,Emily,Ringel,St. George,UT,,49,St. George,UT,36,F,22,4:05:22,69.4,,,,13216,14722
269,35,70.10%,56.50%,2,3:46:07,F30-39,Sara,Hodges,Syracuse,UT,,52,Syracuse,UT,39,F,25,4:07:23,67.99,,,,13567,14843
270,36,58.20%,64.40%,5,3:46:39,M30-39,Jason,Brady,Salt Lake City,UT,,68,Salt Lake City,UT,38,M,37,4:43:09,56.96,,,,13599,16989
271,37,68.20%,71.30%,5,3:52:25,F30-39,Laurie,Marx,,USA,1.0,55,,,39,F,27,4:09:46,67.36,,,,13945,14986
272,38,56.50%,58.30%,2,3:53:26,M30-39,Ryan,Israelsen,Saratoga Springs,UT,,37,Saratoga Springs,UT,38,M,23,3:47:29,58.79,,,,14006,13649
273,39,66.70%,76.20%,5,3:57:36,F40-49,Natalie,Staheli,Santaquin,UT,,51,Santaquin,UT,47,F,24,4:07:06,66.24,,,,14256,14826
274,40,54.40%,61.20%,2,4:02:14,M40-49,Tim,Israelsen,North Logan,UT,,38,North Logan,UT,41,M,24,3:47:30,57.42,,,,14534,13650
275,41,64.60%,74.10%,7,4:05:15,F30-39,Tiffany,Whitelaw,St George,UT,,35,St George,UT,34,F,13,3:45:24,65.31,,,,14715,13524
276,42,64.50%,76.70%,1,4:05:47,F40-49,Kristi,Barker,Washington,UT,1.0,58,Washington,UT,43,F,29,4:12:20,63.5,,,,14747,15140
277,43,62.90%,82.50%,12,4:11:57,F50-59,Kelcey,Stowell,Ogden,UT,,63,Ogden,UT,56,F,31,4:25:27,62.65,,,,15117,15927
278,44,61.60%,66.60%,4,4:17:24,F30-39,Lacy,Taylor,St George,UT,1.0,54,St George,UT,34,F,26,4:09:14,61.92,,,,15444,14954
279,45,50.30%,63.00%,39,4:22:05,M50-59,Robert,Suarez,Herriman,UT,2.0,66,Herriman,UT,56,M,35,4:35:44,50.35,,,,15725,16544
280,46,59.80%,86.40%,12,4:25:17,F50-59,Melchora,Cedillo,Cedar,UT,,74,Cedar,UT,55,F,34,5:03:13,59.17,,,,15917,18193
281,47,49.60%,62.30%,12,4:25:40,M50-59,Greg,Mciff,Draper,UT,,76,Draper,UT,55,M,41,5:23:36,49.23,,,,15940,19416
282,48,49.40%,80.50%,9,4:27:07,M60-69,Kelly,Dockstader,St George,UT,,64,St George,UT,69,M,33,4:31:20,49.74,,,,16027,16280
283,49,48.50%,77.30%,4,4:31:55,M60-69,David,Tanner,Eden,UT,,77,Eden,UT,62,M,42,5:39:22,47.29,,,,16315,20362
284,50,56.40%,58.50%,1,4:40:56,F40-49,Tanya,Henrie,Cedar City,UT,,73,Cedar City,UT,41,F,33,5:03:12,54.22,,,,16856,18192
285,51,46.00%,92.40%,5,4:46:31,M60-69,Kelly,Strong,Claresholm,AB,,72,Claresholm,AB,66,M,40,4:59:19,46.38,,,,17191,17959
286,52,54.10%,71.70%,9,4:53:02,F50-59,Shirley,Wilson,Cedar City,UT,3.0,82,Cedar City,UT,54,F,40,6:39:04,52.64,,,,17582,23944
287,53,52.80%,73.90%,45,5:00:04,F60-69,Paula,Aoki,Salt Lake City,UT,2.0,81,Salt Lake City,UT,66,F,39,6:38:56,52.54,,,,18004,23936
288,54,42.90%,82.00%,2,5:07:30,M50-59,David,Green,Highland,UT,2.0,31,Highland,UT,59,M,21,3:29:37,44.89,,,,18450,12577
289,55,42.70%,,2,5:08:35,M60-69,Bruce,Patrick,Springville,UT,,62,Springville,UT,61,M,32,4:25:26,46.6,,,,18515,15926
290,56,40.70%,58.60%,2,5:24:03,M40-49,Matthew,Dunstan,Las Vegas,NV,,57,Las Vegas,NV,42,M,29,4:12:02,61.5,,,,19443,15122
291,57,40.10%,53.40%,3,5:28:25,M50-59,Trevor,Williams,Riverton,UT,,69,Riverton,UT,52,M,38,4:44:09,42.8,,,,19705,17049
292,0,91.00%,100.00%,2,5:08:12,M30-39,John,Griffin,Hernando,MS,,1,Hernando,MS,36,M,1,5:09:06,94.0,,,,18492,18546
293,1,85.00%,90.60%,2,5:29:52,M20-29,Benjamin,Griffith,FRANKLIN,TN,,9,Franklin,TN,28,M,8,6:19:24,83.84,,,,19792,22764
294,2,84.20%,96.40%,14,5:32:58,M<20,Callahan,Fielder,Brentwood,TN,,2,Brentwood,TN,15,M,2,5:22:24,85.02,,,,19978,19344
295,3,83.90%,87.80%,11,5:34:19,M30-39,Gavin,May,Coldwater,MS,,6,Coldwater,MS,39,M,6,5:45:56,84.35,,,,20059,20756
296,4,83.90%,80.20%,4,5:34:26,M30-39,Mark,Rose,Nashville,TN,,4,Nashville,TN,37,M,4,5:33:40,85.62,,,,20066,20020
297,5,82.70%,92.60%,6,5:39:22,M30-39,Aaron,Morris,Nashville,TN,,10,Nashville,TN,32,M,9,6:24:41,82.32,,,,20362,23081
298,6,81.30%,93.20%,11,5:45:06,M30-39,Andrew,Dabson,Nolensville,TN,,5,Nolensville,TN,30,M,5,5:44:11,81.99,,,,20706,20651
299,7,79.50%,84.60%,11,5:52:54,M30-39,Ben,Lamers,Shorewood,WI,2.0,3,Shorewood,WI,30,M,3,5:29:08,80.68,,,,21174,19748
300,8,79.20%,87.80%,22,5:54:07,M30-39,Vincent,Corona,Franklin,TN,2.0,8,Franklin,TN,38,M,7,6:16:46,79.34,,,,21247,22606
301,9,91.00%,87.80%,9,6:03:34,F20-29,Anna,Curtis,Wauwatosa,WI,,7,Wauwatosa,WI,27,F,1,5:46:30,91.92,,,,21814,20790
302,10,75.30%,93.10%,40,6:12:33,M40-49,Jeremy,Kaiding,Shelbyville,TN,,13,Shelbyville,TN,45,M,12,6:46:05,75.31,,,,22353,24365
303,11,71.80%,73.00%,2,6:30:46,M30-39,Peter,Beyel,Fishers,IN,,20,Fishers,IN,36,M,19,7:22:54,71.12,,,,23446,26574
304,12,70.10%,72.20%,39,6:40:25,M40-49,Chris,Bain,Christiana,TN,1.0,11,Christiana,TN,42,M,10,6:33:28,70.26,,,,24025,23608
305,13,68.50%,71.30%,14,6:49:25,M30-39,Matthew,Quear,Clarksville,TN,,27,Clarksville,TN,38,M,24,8:20:22,68.06,,,,24565,30022
306,14,68.20%,74.90%,12,6:51:02,M40-49,Tony,Gross,Kingston Springs,TN,2.0,15,Kingston Springs,TN,41,M,14,6:54:14,68.73,,,,24662,24854
307,15,64.90%,65.20%,2,7:12:00,M40-49,Jack,Arnold,kingston springs,TN,,22,kingston springs,TN,47,M,21,7:37:42,65.79,,,,25920,27462
308,16,64.80%,66.20%,4,7:12:48,M30-39,Ryan,Dorr,Nashville,TN,1.0,14,Nashville,TN,35,M,13,6:50:15,66.91,,,,25968,24615
309,17,63.90%,,2,7:18:53,M20-29,Matthew,Neal,Nashville,TN,,19,Nashville,TN,29,M,18,7:18:06,66.13,,,,26333,26286
310,18,72.80%,83.10%,26,7:34:45,F40-49,Kara,Rourke,Lascassas,TN,1.0,25,Lascassas,TN,40,F,3,8:09:46,72.7,,,,27285,29386
311,19,59.90%,62.10%,10,7:48:16,M30-39,Taylor,Davidson,Pegram,TN,,21,Pegram,TN,34,M,20,7:29:33,60.7,,,,28096,26973
312,20,56.30%,72.40%,11,8:18:18,M40-49,Benjamin,Gates,Carthage,TN,,24,Carthage,TN,40,M,22,7:57:41,57.06,,,,29898,28661
313,21,53.80%,56.20%,9,8:41:33,M30-39,Travis,McKnight,Fairview,TN,1.0,17,Fairview,TN,34,M,16,7:09:15,55.6,,,,31293,25755
314,22,51.60%,,3,9:03:55,M30-39,Ryan,Sievers,Nashville,TN,,18,Nashville,TN,34,M,17,7:09:24,56.68,,,,32635,25764
315,0,96.80%,99.30%,1,3:30:28,M50-59,Doug,Miller,Olathe,KS,1.0,1,Olathe,KS,50,M,1,3:26:14,100.0,,,,12628,12374
316,1,79.70%,83.00%,16,4:15:37,M30-39,Bobby,Finster,Batesville,AR,1.0,2,Batesville,AR,36,M,2,3:32:34,80.69,,,,15337,12754
317,2,89.50%,100.00%,5,4:28:05,F30-39,McKensie,Hopkins,Lead hill,AR,1.0,9,Lead hill,AR,30,F,3,4:25:17,90.33,,,,16085,15917
318,3,73.70%,88.70%,5,4:36:11,M40-49,Mark,Hammonds,Mountain Home,AR,1.0,6,Mountain Home,AR,46,M,5,4:10:52,75.16,,,,16571,15052
319,4,84.70%,,1,4:43:21,F30-39,Laura,Stacy,Rogers,AR,,27,Rogers,AR,39,F,11,5:00:56,84.01,,,,17001,18056
320,5,69.70%,75.10%,4,4:52:01,M40-49,Mark,Marriott,De Soto,KS,1.0,4,De Soto,KS,46,M,4,4:09:21,72.34,,,,17521,14961
321,6,80.80%,91.60%,37,4:57:04,F40-49,Steph,Pendegraft,Gamaliel,AR,2.0,10,Gamaliel,AR,47,F,4,4:28:00,80.8,,,,17824,16080
322,7,68.40%,74.20%,11,4:57:39,M40-49,Josh,Budimlija,Shawnee,KS,1.0,18,Shawnee,KS,43,M,11,4:49:50,68.65,,,,17859,17390
323,8,79.90%,100.00%,6,5:00:09,F40-49,Heather,Hammonds,Mountain Home,AR,1.0,5,Mountain Home,AR,42,F,1,4:10:52,82.79,,,,18009,15052
324,9,67.40%,68.30%,5,5:02:15,M20-29,John,Guffey,Mountain Home,AR,1.0,12,Mountain Home,AR,28,M,8,4:39:37,68.45,,,,18135,16777
325,10,78.70%,96.90%,1,5:04:44,F20-29,Renae,Matthews,Rogersville,MO,,15,Rogersville,MO,28,F,7,4:43:18,83.64,,,,18284,16998
326,11,66.30%,75.70%,20,5:07:10,M50-59,Chris,Cantwell,Rogers,AR,,23,Rogers,AR,58,M,14,4:55:14,66.47,,,,18430,17714
327,12,77.90%,86.10%,4,5:07:49,F40-49,Gretchen,Smeltzer,Mountain Home,AR,,13,Mountain Home,AR,43,F,5,4:40:54,79.93,,,,18469,16854
328,13,65.80%,75.20%,20,5:09:36,M40-49,Bryan,McCullar,Rogers,AR,2.0,28,Rogers,AR,41,M,17,5:00:56,65.34,,,,18576,18056
329,14,76.00%,89.40%,31,5:15:38,F50-59,Janet,Cantwell,Rogers,AR,,14,Rogers,AR,57,F,6,4:41:51,76.79,,,,18938,16911
330,15,63.40%,82.40%,24,5:21:10,M60-69,Edward,Green,Lebanon,MO,,16,Lebanon,MO,61,M,9,4:47:08,63.66,,,,19270,17228
331,16,62.40%,67.00%,24,5:26:13,M40-49,Shawn,Goertz,Columbia,MO,,32,Columbia,MO,49,M,20,5:41:46,62.34,,,,19573,20506
